"mlbid","name","position","full_name","nickname","dob"
123738,"Joe Visner","RF","Joseph Paul Visner ",NA,"9/27/1859 in Minneapolis, MN "
111450,"Alan Brice","P","Alan Healey Brice ",NA,"10/1/1937 in New York, NY "
123739,"Joe Vitelli","P","Antonio Joseph Vitelli ",NA,"4/12/1908 in McKees Rocks, PA "
111451,"Fritz Brickell","SS","Fritz Darrell Brickell ",NA,"3/19/1935 in Wichita, KS "
123740,"Joe Vitiello","1B","Joseph David Vitiello ",NA,"4/11/1970 in Cambridge, MA "
111452,"Fred Brickell","CF","George Frederick Brickell ",NA,"11/9/1906 in Saffordville, KS "
123741,"Joe Vitko","P","Joseph John Vitko ",NA,"2/1/1970 in Somerville, NJ "
111453,"George Brickley","RF","George Vincent Brickley ",NA,"7/19/1894 in Everett, MA "
123742,"Ossie Vitt","3B","Oscar Joseph Vitt ",NA,"1/4/1890 in San Francisco, CA "
111454,"Ralph Brickner","P","Ralph Harold Brickner ","Brick","5/2/1925 in Cincinnati, OH "
123743,"Jose Vizcaino","SS","Jose Luis Vizcaino ",NA,"3/26/1968 in San Cristobal, Dominican Republic "
111455,"Jim Brideweser","SS","James Ehrenfeld Brideweser ",NA,"2/13/1927 in Lancaster, OH "
123744,"Omar Vizquel","SS","Omar Enrique Vizquel ","Little O","4/24/1967 in Caracas, Venezuela "
111456,"Rocky Bridges","SS","Everett Lamar Bridges ",NA,"8/7/1927 in Refugio, TX "
123745,"Otto Vogel","OF","Otto Henry Vogel ",NA,"10/26/1899 in Mendota, IL "
111457,"Marshall Bridges","P","Marshall Bridges ","Sheriff","6/2/1931 in Jackson, MS "
123746,"Jack Voigt","LF","John David Voigt ",NA,"5/17/1966 in Sarasota, FL "
111458,"Tommy Bridges","P","Thomas Jefferson Davis Bridges ",NA,"12/28/1906 in Gordonsville, TN "
123747,"Ollie Voigt","P","Olen Edward Voigt ","Ode","1/29/1900 in Wheaton, IL "
111459,"Al Bridwell","SS","Albert Henry Bridwell ",NA,"1/4/1884 in Friendship, OH "
123748,"Bill Voiselle","P","William Symmes Voiselle ","Big Bill","1/29/1919 in Greenwood, SC "
111460,"Bunny Brief","1B","Anthony Vincent Brief ",NA,"7/3/1892 in Remus, MI "
123749,"Clyde Vollmer","LF","Clyde Frederick Vollmer ",NA,"9/24/1921 in Cincinnati, OH "
111461,"Charlie Briggs","CF","Charles R. Briggs ",NA,"9/1/1860 in Batavia, IL "
123750,"Jake Volz","P","Jacob Phillip Volz ","Silent Jake","4/4/1878 in San Antonio, TX "
111462,"Dan Briggs","1B","Dan Lee Briggs ",NA,"11/18/1952 in Scotia, CA "
123751,"Tony Vonfricken","P","Anthony Vonfricken ",NA,"5/30/1870 in Brooklyn, NY "
111463,"Grant Briggs","C","Grant Briggs ",NA,"3/16/1865 in Pittsburgh, PA "
123752,"Bruce Von Hoff","P","Bruce Frederick Von Hoff ",NA,"11/17/1943 in Oakland, CA "
111464,"Buttons Briggs","P","Herbert Theodore Briggs ",NA,"7/8/1875 in Poughkeepsie, NY "
123753,"Fritz Vonkolnitz","3B","Alfred Holmes Vonkolnitz ",NA,"5/20/1893 in Charleston, SC "
111465,"John Briggs","LF","John Edward Briggs ",NA,"3/10/1944 in Paterson, NJ "
123754,"Dave Vonohlen","P","David Vonohlen ",NA,"10/25/1958 in Flushing, NY "
111466,"John Briggs","P","Jonathan Tift Briggs ",NA,"1/24/1934 in Natoma, CA "
123755,"Cy Vorhees","P","Henry Bert Vorhees ",NA,"9/30/1874 in Lodi, OH "
111467,"Harry Bright","1B","Harry James Bright ",NA,"9/22/1929 in Kansas City, MO "
123756,"Ed Vosberg","P","Edward John Vosberg ",NA,"9/28/1961 in Tucson, AZ "
111468,"Nelson Briles","P","Nelson Kelley Briles ",NA,"8/5/1943 in Dorris, CA "
123757,"Joe Vosmik","OF","Joseph Franklin Vosmik ",NA,"4/4/1910 in Cleveland, OH "
111469,"Greg Briley","LF","Gregory Briley ","Pee Wee","5/24/1965 in Greenville, NC "
123758,"Alex Voss","P","Alexander Voss ",NA,"5/16/1858 in Roswell, GA "
111470,"Frank Brill","P","Francis Hasbrouck Brill ",NA,"3/30/1864 in Astoria, NY "
123759,"Bill Voss","RF","William Edward Voss ",NA,"10/31/1943 in Glendale, CA "
111471,"Jim Brillheart","P","James Benson Brillheart ",NA,"9/28/1903 in Dublin, VA "
123760,"Rip Vowinkel","P","John Henry Vowinkel ",NA,"11/18/1884 in Oswego, NY "
111472,"Brad Brink","P","Bradford Albert Brink ",NA,"1/20/1965 in Roseville, CA "
123761,"Phil Voyles","OF","Philip Vance Voyles ",NA,"5/12/1900 in Murphy, NC "
111473,"Bill Brinker","3B","William Hutchinson Brinker ","Dode","8/30/1883 in Warrensburg, MO "
123762,"Pete Vuckovich","P","Peter Dennis Vuckovich ",NA,"10/27/1952 in Johnstown, PA "
111474,"Chuck Brinkman","C","Charles Ernest Brinkman ",NA,"9/16/1944 in Cincinnati, OH "
123763,"George Vukovich","OF","George Stephen Vukovich ",NA,"6/24/1956 in Chicago, IL "
111475,"Ed Brinkman","SS","Edwin Albert Brinkman ",NA,"12/8/1941 in Cincinnati, OH "
123764,"John Vukovich","3B","John Christopher Vukovich ","Vuke","7/31/1947 in Sacramento, CA "
111476,"Leon Brinkopf","SS","Leon Clarence Brinkopf ",NA,"10/20/1926 in Cape Girardeau, MO "
123765,"Paul Wachtel","P","Paul Horine Wachtel ",NA,"4/30/1888 in Myersville, MD "
111477,"Fatty Briody","C","Charles F. Briody ","Alderman","8/13/1858 in Lansingburgh, NY "
123766,"Charlie Wacker","P","Charles James Wacker ",NA,"12/8/1883 in Jeffersonville, IN "
111478,"John Briscoe","P","John Eric Briscoe ",NA,"9/22/1967 in La Grange, IL "
123767,"Rube Waddell","P","George Edward Waddell ",NA,"10/13/1876 in Bradford, PA "
111479,"Lou Brissie","P","Leland Victor Brissie ",NA,"6/5/1924 in Anderson, SC "
123768,"Tom Waddell","P","Thomas David Waddell ",NA,"9/17/1958 in Dundee, Scotland "
111480,"George Bristow","RF","George Gates Bristow ",NA,"5/13/1870 in Paw Paw, IL "
123769,"Frank Waddey","OF","Frank Orum Waddey ",NA,"8/21/1905 in Memphis, TN "
111481,"Bernardo Brito","LF","Bernardo Brito ",NA,"12/4/1963 in San Cristobal, Dominican Republic "
123770,"Ham Wade","OF","Abraham Lincoln Wade ",NA,"12/20/1880 in Spring City, PA "
111482,"Jorge Brito","C","Jorge Manuel Brito ",NA,"6/22/1966 in Moncion, Dominican Republic "
123771,"Ben Wade","P","Benjamin Styron Wade ",NA,"11/26/1922 in Morehead City, NC "
111483,"Tilson Brito","2B","Tilson Manuel Brito ",NA,"5/28/1972 in Santo Domingo, Dominican Republic "
123772,"Gale Wade","OF","Galeard Lee Wade ",NA,"1/20/1929 in Hollister, MO "
111484,"Jim Britt","P","James Edward Britt ",NA,"2/25/1856 in Brooklyn, NY "
123773,"Terrell Wade","P","Hawatha Terrell Wade ",NA,"1/25/1973 in Rembert, SC "
111486,"Jack Brittin","P","John Albert Brittin ",NA,"3/4/1924 in Athens, IL "
123775,"Rip Wade","OF","Richard Frank Wade ",NA,"1/12/1898 in Duluth, MN "
111487,"Jim Britton","P","James Allan Britton ",NA,"3/25/1944 in North Tonawanda, NY "
123776,"Jack Wadsworth","P","John L. Wadsworth ",NA,"12/17/1867 in Wellington, OH "
111488,"Gil Britton","SS","Stephen Gilbert Britton ",NA,"9/21/1891 in Parsons, KS "
123777,"Woody Wagenhorst","3B","Ellwood Otto Wagenhorst ",NA,"6/3/1863 in Kutztown, PA "
111489,"Tony Brizzolara","P","Anthony John Brizzolara ",NA,"1/14/1957 in Santa Monica, CA "
123778,"Butts Wagner","3B","Albert Wagner ",NA,"9/17/1871 in Chartiers, PA "
111490,"Johnny Broaca","P","John Joseph Broaca ",NA,"10/3/1909 in Lawrence, MA "
123779,"Heinie Wagner","SS","Charles F. Wagner ",NA,"9/23/1880 in New York, NY "
111491,"Pete Broberg","P","Peter Sven Broberg ",NA,"3/2/1950 in West Palm Beach, FL "
123780,"Charlie Wagner","P","Charles Thomas Wagner ","Broadway","12/3/1912 in Reading, PA "
111492,"Doug Brocail","P","Douglas Keith Brocail ",NA,"5/16/1967 in Clearfield, PA "
123781,"Gary Wagner","P","Gary Edward Wagner ",NA,"6/28/1940 in Bridgeport, IL "
111493,"Greg Brock","1B","Gregory Allen Brock ",NA,"6/14/1957 in McMinnville, OR "
123782,"Hal Wagner","C","Harold Edward Wagner ",NA,"7/2/1915 in E.Riverton, NJ "
111494,"John Brock","C","John Roy Brock ",NA,"10/16/1896 in Hamilton, IL "
123783,"Hector Wagner","P","Hector Raul Wagner ",NA,"11/26/1968 in San Juan, Dominican Republic "
111495,"Lou Brock","LF","Louis Clark Brock ","The Franchise","6/18/1939 in El Dorado, AR "
123784,"Honus Wagner","SS","John Peter Wagner ","The Flying Dutchman","2/24/1874 in Chartiers, PA "
111496,"Chris Brock","P","Terrence Christopher Brock ",NA,"2/5/1970 in Orlando, FL "
123785,"Joe Wagner","2B","Joseph Bernard Wagner ",NA,"4/24/1889 in New York, NY "
111497,"Lew Brockett","P","Lewis Albert Brockett ","King","7/23/1880 in Brownsville, IL "
123786,"Leon Wagner","LF","Leon Lamar Wagner ","Daddy Wags","5/13/1934 in Chattanooga, TN "
111499,"Steve Brodie","CF","Walter Scott Brodie ",NA,"9/11/1868 in Warrenton, VA "
123788,"Matt Wagner","P","Matthew William Wagner ",NA,"4/4/1972 in Cedar Falls, IA "
111500,"Dick Brodowski","P","Richard Stanley Brodowski ",NA,"7/26/1932 in Bayonne, NJ "
123789,"Paul Wagner","P","Paul Alan Wagner ",NA,"11/14/1967 in Milwaukee, WI "
111501,"Ernie Broglio","P","Ernest Gilbert Broglio ",NA,"8/27/1935 in Berkeley, CA "
123790,"Billy Wagner","P","William Edward Wagner ","Billy the Kid","7/25/1971 in Tannersville, VA "
111502,"Rico Brogna","1B","Rico Joseph Brogna ",NA,"4/18/1970 in Turners Falls, MA "
123791,"Bull Wagner","P","William George Wagner ",NA,"12/25/1887 in Lilley, MI "
111503,"Jack Brohamer","2B","John Anthony Brohamer ",NA,"2/26/1950 in Maywood, CA "
123792,"Bill Wagner","C","William Joseph Wagner ",NA,"1/2/1894 in Jesup, IA "
111504,"Ken Brondell","P","Kenneth Leroy Brondell ",NA,"10/17/1921 in Bradshaw, NE "
123793,"Kermit Wahl","3B","Kermit Emerson Wahl ",NA,"11/18/1922 in Columbia, SD "
111505,"Jeff Bronkey","P","Jacob Jeffrey Bronkey ",NA,"9/18/1965 in Kabul, Afghanistan "
123794,"David Wainhouse","P","David Paul Wainhouse ",NA,"11/7/1967 in Toronto, ON, Canada "
111506,"Herman Bronkie","3B","Charles Herman Bronkie ","Dutch","8/6/1884 in South Manchester, CT "
123795,"Eddie Waitkus","1B","Edward Stephen Waitkus ",NA,"9/4/1919 in Cambridge, MA "
111507,"Jim Bronstad","P","James Warren Bronstad ",NA,"6/22/1936 in Fort Worth, TX "
123796,"Rick Waits","P","Michael Richard Waits ",NA,"5/15/1952 in Atlanta, GA "
111508,"Ike Brookens","P","Edward Dwain Brookens ",NA,"1/3/1949 in Chambersburg, PA "
123797,"Charlie Waitt","OF","Charles C. Waitt ",NA,"10/14/1853 in Hallowell, ME "
111509,"Tom Brookens","3B","Thomas Dale Brookens ",NA,"8/10/1953 in Chambersburg, PA "
123798,"Don Wakamatsu","C","Wilbur Donald Wakamatsu ",NA,"2/22/1963 in Hood River, OR "
111510,"Fred Mauer","P","Frederick H. Mauer ",NA,"4/19/1862 in Hamburg, NJ "
123799,"Howard Wakefield","C","Howard John Wakefield ",NA,"4/2/1884 in Bucyrus, OH "
123787,"Mark Wagner","SS","Mark Duane Wagner ",NA,"3/4/1954 in Conneaut, OH "
111498,"Matt Broderick","2B","Matthew Thomas Broderick ",NA,"12/1/1877 in Lattimer, PA "
111511,"Hubie Brooks","OF","Hubert Brooks ",NA,"9/24/1956 in Los Angeles, CA "
123800,"Dick Wakefield","LF","Richard Cummings Wakefield ",NA,"5/6/1921 in Chicago, IL "
111512,"Jerry Brooks","RF","Jerome Edward Brooks ",NA,"3/23/1967 in Syracuse, NY "
123801,"Tim Wakefield","P","Timothy Stephen Wakefield ",NA,"8/2/1966 in Melbourne, FL "
111513,"Mandy Brooks","CF","Jonathan Joseph Brooks ",NA,"8/18/1897 in Milwaukee, WI "
123802,"Bill Wakefield","P","William Sumner Wakefield ",NA,"5/24/1941 in Kansas City, MO "
111515,"Scott Brosius","3B","Scott David Brosius ",NA,"8/15/1966 in Hillsboro, OR "
123804,"Rube Walberg","P","George Elvin Walberg ",NA,"7/27/1896 in Pine City, MN "
111516,"Sig Broskie","C","Sigmund Theodore Broskie ","Chops","3/23/1911 in Iselin, PA "
123805,"Ed Walczak","2B","Edwin Joseph Walczak ","Husky","9/21/1918 in Arctic, RI "
111517,"Jim Brosnan","P","James Patrick Brosnan ",NA,"10/24/1929 in Cincinnati, OH "
123806,"Doc Waldbauer","P","Albert Charles Waldbauer ",NA,"2/22/1892 in Richmond, VA "
111518,"Terry Bross","P","Terrence Paul Bross ",NA,"3/30/1966 in El Paso, TX "
123807,"Fred Walden","C","Thomas Fred Walden ",NA,"6/25/1890 in Fayette, MO "
111519,"Frank Brosseau","P","Franklin Lee Brosseau ",NA,"7/31/1944 in Drayton, ND "
123808,"Irv Waldron","OF","Irving J. Waldron ",NA,"1/21/1876 in Hillside, NY "
111520,"Tony Brottem","C","Anton Christian Brottem ",NA,"4/30/1891 in Halstad, MN "
123809,"Jim Walewander","2B","James Walewander ",NA,"5/2/1962 in Chicago, IL "
111521,"Cal Broughton","C","Cecil Calvert Broughton ",NA,"12/28/1860 in Magnolia, WI "
123810,"Bob Walk","P","Robert Vernon Walk ",NA,"11/26/1956 in Van Nuys, CA "
111522,"Mark Brouhard","LF","Mark Steven Brouhard ",NA,"5/22/1956 in Burbank, CA "
123811,"Rube Walker","C","Albert Bluford Walker ",NA,"5/16/1926 in Lenoir, NC "
111523,"Art Brouthers","3B","Arthur H. Brouthers ",NA,"11/25/1882 in Montgomery, AL "
123812,"Tony Walker","OF","Anthony Bruce Walker ",NA,"7/1/1959 in San Diego, CA "
111524,"Dan Brouthers","1B","Dennis Joseph Brouthers ","Big Dan","5/8/1858 in Sylvan Lake, NY "
123813,"Frank Walker","OF","Charles Franklin Walker ",NA,"9/22/1894 in Enoree, SC "
111525,"Joe Brovia","PH","Joseph John Brovia ","Ox","2/18/1922 in Davenport, CA "
123814,"Tilly Walker","OF","Clarence William Walker ",NA,"9/4/1887 in Telford, TN "
111526,"Scott Brow","P","Scott John Brow ",NA,"3/17/1969 in Butte, MT "
123815,"Chico Walker","OF","Cleotha Walker ",NA,"11/25/1958 in Jackson, MS "
123803,"Matt Walbeck","C","Matthew Lovick Walbeck ",NA,"10/2/1969 in Sacramento, CA "
111514,"Bobby Brooks","LF","Robert Brooks ",NA,"11/1/1945 in Los Angeles, CA "
111527,"Frank Brower","RF","Frank Willard Brower ","Turkeyfoot","3/26/1893 in Cartharpin, VA "
123816,"Duane Walker","OF","Duane Allen Walker ",NA,"3/13/1957 in Pasadena, TX "
111528,"Louis Brower","SS","Louis Lester Brower ",NA,"7/1/1900 in Cleveland, OH "
123817,"Ed Walker","P","Edward Harrison Walker ",NA,"8/11/1874 in Cambois, England "
111529,"Bob Brower","CF","Robert Richard Brower ",NA,"1/10/1960 in Jamaica, NY "
123818,"Ernie Walker","OF","Ernest Robert Walker ",NA,"9/17/1890 in Blossburg, AL "
111530,"Robert Brown","SS","Robert Brown ",NA,""
123819,"Dixie Walker","P","Ewart Gladstone Walker ",NA,"6/1/1887 in Brownsville, PA "
111531,"Adrian Brown","CF","Adrian Demond Brown ",NA,"2/7/1974 in McComb, MS "
123820,"Dixie Walker","RF","Fred Walker ","The People's Cherce","9/24/1910 in Villa Rica, GA "
111532,"Alton Brown","P","Alton Leo Brown ","Deacon","4/16/1925 in Norfolk, VA "
123821,"Mysterious Walker","P","Frederick Mitchell Walker ",NA,"3/21/1884 in Utica, NE "
111533,"Brant Brown","LF","Brant Michael Brown ",NA,"6/22/1971 in Porterville, CA "
123822,"George Walker","P","George A. Walker ",NA,"1/1/1863 in Hamilton, ON, Canada "
111534,"Boardwalk Brown","P","Carroll William Brown ",NA,"2/20/1889 in Woodbury, NJ "
123823,"Gee Walker","OF","Gerald Holmes Walker ",NA,"3/19/1908 in Gulfport, MS "
111535,"Charlie Brown","P","Charles Edward Brown ",NA,"8/17/1871 in Bluffton, IN "
123824,"Greg Walker","1B","Gregory Lee Walker ",NA,"10/6/1959 in Douglas, GA "
111566,"Kevin Brown","P","Kevin Dewayne Brown ",NA,"3/5/1966 in Oroville, CA "
123855,"Dave Wallace","P","David William Wallace ",NA,"9/7/1947 in Waterbury, CT "
123825,"Harry Walker","CF","Harry William Walker ","Harry The Hat","10/22/1916 in Pascagoula, MS "
214950,"Mickey Lopez","2B","Raymond Michael Lopez ",NA,"11/17/1973 in Miami, FL "
111536,"Buster Brown","P","Charles Edward Brown ","Yank","8/31/1881 in Boone, IA "
111537,"Curly Brown","P","Charles Roy Brown ","Lefty","12/9/1888 in Spring Hill, KS "
123826,"Hub Walker","OF","Harvey Willos Walker ",NA,"8/17/1906 in Gulfport, MS "
111538,"Clint Brown","P","Clinton Harold Brown ",NA,"7/8/1903 in Blackash, PA "
123827,"Luke Walker","P","James Luke Walker ",NA,"9/2/1943 in DeKalb, TX "
111539,"Curtis Brown","LF","Curtis Brown ",NA,"9/14/1945 in Sacramento, CA "
123828,"Jamie Walker","P","James Ross Walker ",NA,"7/1/1971 in McMinnville, TN "
111540,"Curt Brown","P","Curtis Steven Brown ",NA,"1/15/1960 in Fort Lauderdale, FL "
123829,"Roy Walker","P","James Roy Walker ","Dixie","4/13/1893 in Lawrenceburg, TN "
111541,"Darrell Brown","CF","Darrell Wayne Brown ",NA,"10/29/1955 in Oklahoma City, OK "
123830,"Jerry Walker","P","Jerry Allen Walker ",NA,"2/12/1939 in Ada, OK "
111542,"Delos Brown","PH","Delos Hight Brown ",NA,"10/4/1892 in Anna, IL "
123831,"Johnny Walker","1B","John Miles Walker ",NA,"12/11/1896 in Toulon, IL "
111543,"Drummond Brown","C","Drummond Nicol Brown ",NA,"1/31/1885 in Los Angeles, CA "
123832,"Speed Walker","1B","Joseph Richard Walker ",NA,"1/23/1898 in Munhall, PA "
111544,"Ed Brown","3B","Edward P. Brown ",NA,"in Chicago, IL "
123833,"Larry Walker","RF","Larry Kenneth Robert Walker ",NA,"12/1/1966 in Maple Ridge, BC, Canada "
111545,"Eddie Brown","CF","Edward William Brown ","Glass Arm Eddie","7/17/1891 in Milligan, NE "
123834,"Marty Walker","P","Martin Van Walker ","Buddy","3/27/1899 in Philadelphia, PA "
111546,"Randy Brown","C","Edwin Randolph Brown ",NA,"8/29/1943 in Leesburg, FL "
123835,"Mike Walker","P","Michael Aaron Walker ",NA,"6/23/1965 in Houston, TX "
111547,"Elmer Brown","P","Elmer Young Brown ","Shook","3/25/1883 in Southport, IN "
123836,"Mike Walker","P","Michael Charles Walker ",NA,"10/4/1966 in Chicago, IL "
111548,"Emil Brown","LF","Emil Quincy Brown ",NA,"12/29/1974 in Chicago, IL "
123837,"Fleet Walker","C","Moses Fleetwood Walker ",NA,"10/7/1856 in Mt.Pleasant, OH "
111549,"Fred Brown","RF","Fred Herbert Brown ",NA,"4/12/1879 in Ossipee, NH "
123838,"Oscar Walker","OF","Oscar Walker ",NA,"3/18/1854 in Brooklyn, NY "
111550,"Hal Brown","P","Hector Harold Brown ","Skinny","12/11/1924 in Greensboro, NC "
123839,"Pete Walker","P","Peter Brian Walker ",NA,"4/8/1969 in Beverly, MA "
111551,"Ike Brown","2B","Isaac Brown ",NA,"4/13/1942 in Memphis, TN "
123840,"Tom Walker","P","Robert Thomas Walker ",NA,"11/7/1948 in Tampa, FL "
111552,"Jackie Brown","P","Jackie Gene Brown ",NA,"5/31/1943 in Holdenville, OK "
123841,"Tom Walker","P","Thomas William Walker ",NA,"8/1/1881 in Philadelphia, PA "
123842,"Todd Walker","2B","Todd Arthur Walker ",NA,"5/25/1973 in Bakersfield, CA "
111553,"Jim Brown","CF","James Donaldson Brown ","Don","3/31/1891 in Laurel, MD "
111554,"Kevin Brown","P","James Kevin Brown ",NA,"3/14/1965 in McIntyre, GA "
123843,"Walt Walker","C","Walter S. Walker ",NA,"3/12/1860 in Berlin, MI "
111555,"Jimmy Brown","2B","James Roberson Brown ",NA,"4/25/1910 in Jamesville, NC "
123844,"Welday Walker","OF","Welday Wilberforce Walker ",NA,"6/1/1859 in Steubenville, OH "
111556,"Jim Brown","P","James W.H. Brown ",NA,"12/12/1860 in Clinton County, PA "
123845,"Curt Walker","RF","William Curtis Walker ",NA,"7/3/1896 in Beeville, TX "
111557,"Jarvis Brown","CF","Jarvis Ardel Brown ",NA,"3/26/1967 in Waukegan, IL "
123846,"Bill Walker","P","William Henry Walker ",NA,"10/7/1903 in E.St.Louis, IL "
111558,"Jake Brown","LF","Jerald Ray Brown ",NA,"3/22/1948 in Sumrall, MS "
123847,"Jim Walkup","P","James Elton Walkup ",NA,"12/14/1909 in Havana, AR "
111559,"Chris Brown","3B","John Christopher Brown ",NA,"8/15/1961 in Jackson, MS "
123848,"Jim Walkup","P","James Huey Walkup ",NA,"11/3/1895 in Havana, AR "
111560,"John Brown","P","John J. Brown ","Ad","8/24/1876 in Philadelphia, PA "
123849,"Donne Wall","P","Donnell Lee Wall ",NA,"7/11/1967 in Potosi, MO "
111562,"Jophery Brown","P","Jophery Clifford Brown ",NA,"1/22/1945 in Grambling, LA "
123851,"Joe Wall","C","Joseph Francis Wall ","Gummy","7/24/1873 in Brooklyn, NY "
111564,"Joe Brown","P","Joseph Henry Brown ",NA,"7/3/1900 in Little Rock, AR "
123853,"Stan Wall","P","Stanley Arthur Wall ",NA,"6/16/1951 in Butler, MO "
111565,"Keith Brown","P","Keith Edward Brown ",NA,"2/14/1964 in Flagstaff, AZ "
123854,"Jack Wallace","C","Clarence Eugene Wallace ",NA,"8/6/1890 in Winnfield, LA "
111567,"Kevin Brown","C","Kevin Lee Brown ",NA,"4/21/1973 in Valparaiso, IN "
123856,"Derek Wallace","P","Derek Robert Wallace ",NA,"9/1/1971 in Van Nuys, CA "
111568,"Larry Brown","SS","Larry Leslie Brown ",NA,"3/1/1940 in Shinnston, WV "
123857,"Don Wallace","2B","Donald Allen Wallace ",NA,"8/25/1940 in Sapulpa, OK "
111570,"Lew Brown","C","Lewis J. Brown ","Blower","2/1/1858 in Leominster, MA "
123859,"Huck Wallace","P","Harry Clinton Wallace ","Lefty","7/27/1882 in Richmond, IN "
111571,"Lloyd Brown","P","Lloyd Andrew Brown ","Gimpy","12/25/1904 in Beeville, TX "
123860,"Lefty Wallace","P","James Harold Wallace ",NA,"8/12/1921 in Evansville, IN "
111572,"Mace Brown","P","Mace Stanley Brown ",NA,"5/21/1909 in North English, IA "
123861,"Jim Wallace","OF","James L. Wallace ",NA,"11/14/1881 in Boston, MA "
111573,"Mark Brown","P","Mark Anthony Brown ",NA,"7/13/1959 in Bellows Falls, VT "
123862,"Jeff Wallace","P","Jeffrey Allen Wallace ",NA,"4/12/1976 in Wheeling, WV "
111561,"Lindsay Brown","SS","John Lindsay Brown ","Red","7/22/1911 in Mason, TX "
123850,"Howard Wall","SS","Howard C. Wall ",NA,"1/1/1855 in Washington, DC "
111574,"Marty Brown","3B","Marty Leo Brown ",NA,"1/23/1963 in Lawton, OK "
123863,"Mike Wallace","P","Michael Sherman Wallace ",NA,"2/3/1951 in Gastonia, NC "
111575,"Mike Brown","RF","Michael Charles Brown ",NA,"12/29/1959 in San Francisco, CA "
123864,"Bobby Wallace","SS","Rhoderick John Wallace ",NA,"11/4/1873 in Pittsburgh, PA "
111563,"Joe Brown","P","Joseph E. Brown ",NA,"4/4/1859 "
123852,"Murray Wall","P","Murray Wesley Wall ",NA,"9/19/1926 in Dallas, TX "
111576,"Mike Brown","P","Michael Gary Brown ",NA,"3/4/1959 in Camden County, NJ "
