"yahooid","name","position","full_name","nickname","dob"
8069,"Manny Parra","RP",NA,NA,"1982-10-30"
3007,"Andy Hawkins","Oakland",NA,NA,"1960-01-21"
1508,"Oscar Gamble","Chi White Sox",NA,NA,"1949-12-20"
1510,"Damaso Garcia","NY Yankees",NA,NA,"1957-02-07"
3025,"Gary Rajsich","San Francisco",NA,NA,"1954-10-28"
1511,"Kiko Garcia","Philadelphia",NA,NA,"1953-10-14"
8109,"Chris Volstad","RP",NA,NA,"1986-09-23"
3027,"Gary Redus","1B",NA,NA,"1956-11-01"
1514,"Phil Garner","3B",NA,NA,"1949-04-30"
8121,"Harvey Garcia","RP",NA,NA,"1984-03-16"
3033,"Steve Shirley","LA Dodgers",NA,NA,"1956-10-12"
1515,"Ralph Garr","LA Angels",NA,NA,"1945-12-12"
3035,"Jim Smith","Pittsburgh",NA,NA,"1954-09-08"
1520,"Willie Norwood","Minnesota",NA,NA,"1950-11-07"
3045,"Hedi Vargas","Pittsburgh",NA,NA,"1959-02-23"
1523,"Johnny Oates","NY Yankees",NA,NA,"1946-01-21"
1524,"Ken Oberkfell","2B",NA,NA,"1956-05-04"
8161,"Steven Register","RP",NA,NA,"1983-05-16"
3053,"Ron Kittle","Chi White Sox",NA,NA,"1958-01-05"
1527,"Ron Oester","Cincinnati",NA,NA,"1956-05-05"
8173,"Matt Maloney","RP",NA,NA,"1984-01-16"
3059,"Chris Nyman","Chi White Sox",NA,NA,"1955-06-06"
1528,"Rowland Office","NY Yankees",NA,NA,"1952-10-25"
8177,"Brian Duensing","RP",NA,NA,"1983-02-22"
3061,"Geno Petralli","C",NA,NA,"1959-09-25"
1531,"Al Oliver","LA Dodgers",NA,NA,"1946-10-14"
8189,"David Purcey","RP",NA,NA,"1982-04-22"
3067,"Salome Barojas","Philadelphia",NA,NA,"1957-06-16"
1534,"Steve Ontiveros","Chi Cubs",NA,NA,"1951-10-26"
4103,"Kirt Manwaring","C",NA,NA,"1965-07-15"
4127,"Bob Hegman","Kansas City",NA,NA,"1958-02-26"
1542,"Tom Paciorek","Texas",NA,NA,"1946-11-02"
8274,"Doug Bernier","3B",NA,NA,"1980-06-24"
8261,"Joe Mather","3B",NA,NA,"1982-07-23"
3089,"Larry Pashnick","Minnesota",NA,NA,"1956-04-25"
4135,"Edgar Martinez","PH",NA,NA,"1963-01-02"
6189,"Scott Sauerbeck","RP",NA,NA,"1971-11-09"
2067,"Odell Jones","Milwaukee",NA,NA,"1953-01-13"
8276,"Daryl Thompson","RP",NA,NA,"1985-11-02"
8250,"Gregorio Petit","2B",NA,NA,"1984-12-10"
1031,"Jerry Turner","San Diego",NA,NA,"1954-01-17"
6205,"Joe Nathan","RP",NA,NA,"1974-11-22"
2075,"Dan Boone","Baltimore",NA,NA,"1954-01-14"
8308,"Geno Espineli","RP",NA,NA,"1982-09-08"
8282,"Sergio Romo","RP",NA,NA,"1983-03-04"
1035,"Del Unser","Philadelphia",NA,NA,"1944-12-09"
4151,"Oswaldo Peraza","Baltimore",NA,NA,"1962-10-19"
1548,"Stan Papi","Detroit",NA,NA,"1951-02-04"
1040,"Ellis Valentine","Texas",NA,NA,"1954-07-30"
8322,"Charlie Zink","SP",NA,NA,"1979-08-26"
1550,"Dave Parker","Toronto",NA,NA,"1951-06-09"
4159,"Dante Bichette","LF",NA,NA,"1963-11-18"
8338,"Bobby Parnell","RP",NA,NA,"1984-09-08"
8325,"Sean Kazmar","SS",NA,NA,"1984-08-05"
3105,"Al Chambers","Chi White Sox",NA,NA,"1961-03-24"
6221,"Bo Porter","LF",NA,NA,"1972-07-05"
2083,"Chili Davis","PH",NA,NA,"1960-01-17"
4176,"Chris Sabo","3B",NA,NA,"1962-01-19"
6237,"Byung-Hyun Kim","SP",NA,NA,"1979-01-19"
2091,"Mike Gates","Washington",NA,NA,"1956-09-20"
8372,"Luke Montz","C",NA,NA,"1983-07-07"
8346,"Angel Salome","C",NA,NA,"1986-06-08"
1043,"Otto Velez","Cleveland",NA,NA,"1950-11-29"
4192,"Craig Worthington","3B",NA,NA,"1965-04-17"
4183,"Ken Hill","RP",NA,NA,"1965-12-14"
1556,"Pete Rose","Cincinnati",NA,NA,"1941-04-14"
8386,"Brian Gordon","SP",NA,NA,"1978-08-16"
1558,"Dave Rosello","Cleveland",NA,NA,"1950-06-26"
4191,"Keith Miller","Texas",NA,NA,"1963-03-07"
8389,"Gil Velazquez","3B",NA,NA,"1979-10-17"
3121,"Houston Jimenez","Cleveland",NA,NA,"1957-10-30"
4199,"Tony Fossas","RP",NA,NA,"1957-09-23"
6253,"Brett Laxton","RP",NA,NA,"1973-10-05"
2099,"Greg Harris","RP",NA,NA,"1955-11-02"
8404,"Jason Donald","SS",NA,NA,"1984-09-04"
8378,"Conor Gillaspie","3B",NA,NA,"1987-07-18"
1047,"John Vukovich","Philadelphia",NA,NA,"1947-07-31"
4208,"Steve Rosenberg","RP",NA,NA,"1964-10-31"
4227,"Steve Curry","Boston",NA,NA,"1965-09-13"
1567,"Mike Sadek","San Francisco",NA,NA,"1946-05-30"
8474,"Luke French","SP",NA,NA,"1985-09-13"
4235,"Hal Morris","1B",NA,NA,"1965-04-09"
6289,"Humberto Cota","C",NA,NA,"1979-02-07"
2117,"Mike Marshall","NY Mets",NA,NA,"1943-01-15"
8476,"Greg Burke","RP",NA,NA,"1982-09-21"
8450,"Anthony Claggett","RP",NA,NA,"1984-07-15"
1056,"Claudell Washington","NY Yankees",NA,NA,"1954-08-31"
4244,"Gordon Dillard","Philadelphia",NA,NA,"1964-05-20"
6317,"Ramon Ortiz","RP",NA,NA,"1973-05-23"
2131,"Johnny Ray","LA Angels",NA,NA,"1957-03-01"
4272,"Charlie Hayes","3B",NA,NA,"1965-05-29"
6321,"David Cortes","RP",NA,NA,"1973-10-15"
2133,"Ron Roenicke","Cincinnati",NA,NA,"1956-08-19"
4276,"Craig Smajstrla","Houston",NA,NA,"1962-06-19"
4252,"Rick Wrona","C",NA,NA,"1963-12-10"
6329,"Sean DePaula","RP",NA,NA,"1973-11-07"
2137,"Alejandro Sanchez","RF",NA,NA,"1959-02-14"
4284,"Kevin Reimer","LF",NA,NA,"1964-06-28"
6333,"Ben Petrick","LF",NA,NA,"1977-04-07"
2139,"Steve Sax","2B",NA,NA,"1960-01-29"
8564,"Armando Gabino","RP",NA,NA,"1983-08-31"
8538,"Michael Saunders","RF",NA,NA,"1986-11-19"
1067,"Larry Whisenton","Atlanta",NA,NA,"1956-07-03"
4288,"Randy Johnson","SP",NA,NA,"1963-09-10"
4267,"Curt Schilling","SP",NA,NA,"1966-11-14"
1577,"Omar Moreno","Atlanta",NA,NA,"1952-10-24"
8554,"Doug Fister","SP",NA,NA,"1984-02-04"
8541,"Mitch Atkins","SP",NA,NA,"1985-10-01"
3159,"Al Lachowicz","Texas",NA,NA,"1960-09-06"
1579,"Jim Morrison","Atlanta",NA,NA,"1952-09-23"
4275,"Tom Lampkin","C",NA,NA,"1964-03-04"
8557,"Rusty Ryal","1B",NA,NA,"1983-03-16"
3163,"Jay Pettibone","Minnesota",NA,NA,"1958-11-13"
1581,"Manny Mota","LA Dodgers",NA,NA,"1938-02-18"
4283,"Steve Wilson","RP",NA,NA,"1964-12-13"
1583,"Rance Mulliniks","PH",NA,NA,"1956-01-15"
4291,"Greg Harris","SP",NA,NA,"1963-12-01"
4295,"Mike Ramsey","Washington",NA,NA,"1954-03-29"
1584,"Jerry Mumphrey","Chi Cubs",NA,NA,"1952-09-09"
8597,"Adam Moore","C",NA,NA,"1984-05-08"
3173,"Keith Atherton","Cleveland",NA,NA,"1959-02-19"
1586,"Bobby Murcer","NY Yankees",NA,NA,"1946-05-20"
4303,"Gary Wayne","LA Dodgers",NA,NA,"1962-11-30"
4307,"Steve Finley","CF",NA,NA,"1965-03-12"
1587,"Dale Murphy","RF",NA,NA,"1956-03-12"
8621,"Jason Heyward","RF",NA,NA,"1989-08-09"
3179,"Brad Komminsk","Chi White Sox",NA,NA,"1961-04-04"
1589,"Dwayne Murphy","Philadelphia",NA,NA,"1955-03-18"
4315,"Chris Hoiles","C",NA,NA,"1965-03-20"
1590,"Eddie Murray","1B",NA,NA,"1956-02-24"
4319,"Greg Litton","Boston",NA,NA,"1964-07-13"
4367,"Paul Wilmet","Texas",NA,NA,"1958-11-08"
1602,"Johnny Bench","Cincinnati",NA,NA,"1947-12-07"
8741,"Jesus Feliciano","CF",NA,NA,"1979-06-06"
3209,"Dick Grapenthin","Washington",NA,NA,"1958-04-16"
1604,"Dale Berra","Houston",NA,NA,"1956-12-13"
4375,"Mauro Gozzo","NY Mets",NA,NA,"1966-03-07"
8757,"Jeff Marquez","RP",NA,NA,"1984-08-10"
3213,"Ron Darling","SP",NA,NA,"1960-08-19"
1606,"Bob Horner","Baltimore",NA,NA,"1957-08-06"
4383,"Brian DuBois","Philadelphia",NA,NA,"1967-04-18"
8773,"Greg Holland","RP",NA,NA,"1985-11-20"
3217,"Darren Daulton","RF",NA,NA,"1962-01-03"
1608,"Jim Anderson","Texas",NA,NA,"1957-02-23"
4391,"Mike Stanton","RP",NA,NA,"1967-06-02"
1620,"Toby Harrah","Texas",NA,NA,"1948-10-26"
4439,"Rusty Richards","Atlanta",NA,NA,"1965-01-27"
8885,"Iván De Jesús Jr.","2B",NA,NA,"1987-05-01"
3245,"Mike Diaz","Chi White Sox",NA,NA,"1960-04-15"
6533,"Dave Maurer","RP",NA,NA,"1975-02-23"
2239,"Jim Kern","Cleveland",NA,NA,"1949-03-15"
4471,"Chuck Carr","CF",NA,NA,"1968-08-10"
1628,"Duffy Dyer","C",NA,NA,"1945-08-15"
8949,"DJ LeMahieu","2B",NA,NA,"1988-07-13"
3261,"Bill Johnson","Chi Cubs",NA,NA,"1960-10-06"
1630,"Danny Ainge","Toronto",NA,NA,"1959-03-17"
4479,"Carlos Diaz","Toronto",NA,NA,"1964-12-24"
4483,"Shawn Boskie","SP",NA,NA,"1967-03-28"
1631,"Gary Allenson","Toronto",NA,NA,"1955-02-04"
4487,"Hector Villanueva","C",NA,NA,"1964-10-02"
1632,"German Barranca","Cincinnati",NA,NA,"1956-10-19"
1637,"Bobby Clark","Milwaukee",NA,NA,"1955-06-13"
4507,"Travis Fryman","3B",NA,NA,"1969-03-25"
1638,"Mark Corey","NY Mets",NA,NA,"1955-11-03"
4511,"Oscar Azocar","LF",NA,NA,"1965-02-21"
9021,"Joel Carreno","RP",NA,NA,"1987-03-07"
3279,"Vic Rodriguez","Minnesota",NA,NA,"1961-07-14"
1639,"Rodney Craig","Cleveland",NA,NA,"1958-01-12"
4515,"Mark Leonard","RF",NA,NA,"1964-08-14"
9029,"Eric Surkamp","RP",NA,NA,"1987-07-16"
3281,"Bob Fallon","Chi White Sox",NA,NA,"1960-02-18"
1640,"Dick Davis","Pittsburgh",NA,NA,"1953-09-25"
4519,"Kevin Brown","RP",NA,NA,"1966-03-05"
1641,"Tom Donohue","LA Angels",NA,NA,"1952-11-15"
4523,"Joe Bitker","Texas",NA,NA,"1964-02-12"
9053,"Addison Reed","RP",NA,NA,"1988-12-27"
3287,"Dwight Lowry","Minnesota",NA,NA,"1957-10-23"
1644,"Dan Gonzales","Detroit",NA,NA,"1953-09-30"
4535,"David Walsh","LA Dodgers",NA,NA,"1960-09-25"
1643,"Kirk Gibson","RF",NA,NA,"1957-05-28"
1645,"Dan Graham","Baltimore",NA,NA,"1954-07-19"
4539,"Jim Campbell","Kansas City",NA,NA,"1966-05-19"
1648,"John Harris","LA Angels",NA,NA,"1954-09-13"
4551,"Julio Valera","RP",NA,NA,"1968-10-13"
9109,"Will Middlebrooks","3B",NA,NA,"1988-09-09"
3301,"Jeff Robinson","RP",NA,NA,"1960-12-13"
1650,"Rickey Henderson","LF",NA,NA,"1958-12-25"
4559,"Scott Aldred","RP",NA,NA,"1968-06-12"
1654,"Mickey Klutts","Toronto",NA,NA,"1954-09-20"
4575,"Al Osuna","RP",NA,NA,"1965-08-10"
1655,"Wayne Krenchicki","Washington",NA,NA,"1954-09-17"
4579,"Geronimo Pena","3B",NA,NA,"1967-03-29"
1656,"Rusty Kuntz","Detroit",NA,NA,"1955-02-04"
4583,"Chris Jelic","NY Mets",NA,NA,"1963-12-16"
9165,"Robert Carson","RP",NA,NA,"1989-01-23"
3315,"Jose Roman","Cleveland",NA,NA,"1963-05-21"
1657,"Chet Lemon","Detroit",NA,NA,"1955-02-12"
4587,"Victor Rosario","Atlanta",NA,NA,"1966-08-26"
9106,"Anthony Rendón","2B",NA,NA,"1990-06-06"
1138,"Rick Monday","LA Dodgers",NA,NA,"1945-11-20"
2281,"Dewey Robinson","Chi White Sox",NA,NA,"1955-04-28"
4546,"Phil Plantier","RF",NA,NA,"1969-01-27"
71,"Larry Biittner","Texas",NA,NA,"1945-07-27"
4572,"Bernard Gilkey","LF",NA,NA,"1966-09-24"
9181,"Xavier Avery","LF",NA,NA,"1990-01-01"
3319,"Tom Waddell","Cleveland",NA,NA,"1958-09-17"
1659,"Jerry Narron","Baltimore",NA,NA,"1956-01-15"
4595,"Dave Hansen","3B",NA,NA,"1968-11-24"
9197,"Jhonatan Solano","C",NA,NA,"1985-08-12"
3323,"Mike Pagliarulo","3B",NA,NA,"1960-03-15"
1660,"Mike O'Berry","Washington",NA,NA,"1954-04-20"
4599,"Carlos Maldonado","RP",NA,NA,"1966-10-18"
1662,"Rick Sofield","Minnesota",NA,NA,"1956-12-16"
4607,"Daryl Smith","Kansas City",NA,NA,"1960-07-29"
1663,"Dickie Thon","SS",NA,NA,"1958-06-20"
4611,"Glenn Sutko","St. Louis",NA,NA,"1968-05-09"
1665,"Jesus Vega","Minnesota",NA,NA,"1955-10-14"
4619,"Dana Allison","Oakland",NA,NA,"1966-08-14"
9245,"Matt Harvey","SP",NA,NA,"1989-03-27"
3335,"Ross Jones","Kansas City",NA,NA,"1960-01-14"
4623,"Gary Scott","3B",NA,NA,"1968-08-22"
1666,"Gary Ward","Detroit",NA,NA,"1953-12-06"
1668,"Thad Wilborn","NY Yankees",NA,NA,"1958-12-16"
4631,"Joe Slusarski","RP",NA,NA,"1966-12-19"
1671,"Kim Allen","Seattle",NA,NA,"1953-04-05"
4643,"Ed Sprague","1B",NA,NA,"1967-07-25"
1672,"Harold Baines","PH",NA,NA,"1959-03-15"
4647,"Ever Magallanes","Cleveland",NA,NA,"1965-11-06"
1673,"Bobby Bonner","Baltimore",NA,NA,"1956-08-12"
4651,"Don Wakamatsu","C",NA,NA,"1963-02-22"
9309,"Chris Herrmann","C",NA,NA,"1987-11-24"
3351,"Henry Cotto","LF",NA,NA,"1961-01-05"
9301,"Luis Jimenez","1B",NA,NA,"1982-05-07"
3349,"Mark Langston","RP",NA,NA,"1960-08-20"
1674,"Marshall Brant","Oakland",NA,NA,"1955-09-17"
4655,"Ced Landrum","Colorado",NA,NA,"1963-09-03"
9317,"Hyun-jin Ryu","SP",NA,NA,"1987-03-25"
3353,"Ron Romanick","LA Angels",NA,NA,"1960-11-06"
1676,"Sal Butera","Toronto",NA,NA,"1952-09-25"
4663,"Jeff Johnson","SP",NA,NA,"1966-08-04"
4667,"Mark Petkovsek","RP",NA,NA,"1965-11-18"
1677,"Manny Castillo","Seattle",NA,NA,"1957-04-01"
9333,"Matt Barnes","RP",NA,NA,"1990-06-17"
3357,"Matt Winters","Kansas City",NA,NA,"1960-03-18"
1678,"Joe Charboneau","Cleveland",NA,NA,"1955-06-17"
4671,"Jeff Plympton","RP",NA,NA,"1965-11-24"
1679,"Stan Cliburn","LA Angels",NA,NA,"1956-12-19"
9349,"Scott Rice","RP",NA,NA,"1981-09-21"
3361,"Jim Deshaies","SP",NA,NA,"1960-06-23"
1680,"Onix Concepcion","Pittsburgh",NA,NA,"1957-10-05"
4679,"Tim Scott","RP",NA,NA,"1966-11-16"
1684,"Odie Davis","Texas",NA,NA,"1955-08-13"
4695,"Bernie Williams","RF",NA,NA,"1968-09-13"
6741,"Brian Roberts","2B",NA,NA,"1977-10-09"
292,"Steve Dillard","Chi White Sox",NA,NA,"1951-02-08"
2343,"Paul Hartzell","Milwaukee",NA,NA,"1953-11-02"
1686,"Dick Drago","Seattle",NA,NA,"1945-06-25"
4703,"Scott Livingstone","3B",NA,NA,"1965-07-15"
4707,"Bryan Hickerson","RP",NA,NA,"1963-10-13"
1687,"Jerry Dybzinski","Chi White Sox",NA,NA,"1955-07-07"
1688,"Dave Edler","Seattle",NA,NA,"1956-08-05"
4711,"Jeff Carter","Chi White Sox",NA,NA,"1964-12-03"
1690,"Rich Gedman","C",NA,NA,"1959-09-26"
4719,"Dave Wainhouse","RP",NA,NA,"1967-11-07"
1691,"Mike Hart","Texas",NA,NA,"1951-12-20"
4723,"Mo Sanford","RP",NA,NA,"1966-12-24"
9453,"Preston Guilmet","RP",NA,NA,"1987-07-27"
3387,"Terry Blocker","Atlanta",NA,NA,"1959-08-18"
2365,"Bruce Robbins","Detroit",NA,NA,"1959-09-10"
1692,"Drungo Hazewood","Baltimore",NA,NA,"1959-09-02"
4727,"Armando Reynoso","SP",NA,NA,"1966-05-01"
1694,"Glenn Hoffman","LA Angels",NA,NA,"1958-07-07"
4735,"Braulio Castillo","RF",NA,NA,"1968-05-13"
1695,"Roger Holt","NY Yankees",NA,NA,"1956-04-08"
4739,"Ron Witmeyer","Oakland",NA,NA,"1967-06-28"
1696,"Greg Johnston","Minnesota",NA,NA,"1955-02-12"
4743,"Randy Knorr","C",NA,NA,"1968-11-12"
1697,"Pat Kelly","Toronto",NA,NA,"1955-08-27"
4747,"Tom Goodwin","CF",NA,NA,"1968-07-27"
1698,"Gil Kubski","LA Angels",NA,NA,"1954-10-12"
4751,"Terry Bross","Cincinnati",NA,NA,"1966-03-30"
1699,"Joe Lefebvre","Philadelphia",NA,NA,"1956-02-22"
4755,"Jeremy Hernandez","RP",NA,NA,"1966-07-06"
9509,"John Ryan Murphy","C",NA,NA,"1991-05-13"
3401,"Wil Culmer","Cleveland",NA,NA,"1957-11-11"
1700,"Mike Macha","Toronto",NA,NA,"1954-02-17"
4759,"Scott Bullett","LF",NA,NA,"1968-12-25"
4775,"Todd Van Poppel","SP",NA,NA,"1971-12-09"
1704,"Ken Phelps","Cleveland",NA,NA,"1954-08-06"
1705,"John Poff","Milwaukee",NA,NA,"1952-10-23"
4779,"Mark Clark","SP",NA,NA,"1968-05-12"
4787,"Wayne Kirby","RF",NA,NA,"1964-01-22"
1707,"Mike Richardt","Texas",NA,NA,"1958-05-24"
1706,"Floyd Rayford","Baltimore",NA,NA,"1957-07-27"
1708,"Ricky Seilheimer","Chi White Sox",NA,NA,"1960-08-30"
4791,"Brian Williams","RP",NA,NA,"1969-02-15"
4803,"Doug Lindsey","C",NA,NA,"1967-09-22"
1711,"Leo Sutherland","Chi White Sox",NA,NA,"1958-04-06"
4807,"William Suero","2B",NA,NA,"1966-11-07"
1712,"Julio Valdez","Boston",NA,NA,"1956-06-03"
9621,"Rymer Liriano","RF",NA,NA,"1991-06-20"
3429,"Jim Pankovits","Boston",NA,NA,"1955-08-06"
1714,"Reggie Walton","Pittsburgh",NA,NA,"1952-10-24"
4815,"Miguel Batista","RP",NA,NA,"1971-02-19"
9637,"Marcus Stroman","SP",NA,NA,"1991-05-01"
3433,"John Cerutti","NY Mets",NA,NA,"1960-04-28"
1716,"Ned Yost","Washington",NA,NA,"1954-08-19"
4823,"Brian Jordan","1B",NA,NA,"1967-03-29"
4831,"Henry Mercedes","C",NA,NA,"1969-07-23"
1718,"Joaquin Andujar","Houston",NA,NA,"1952-12-21"
1720,"Stan Bahnsen","Philadelphia",NA,NA,"1944-12-15"
1722,"Joe Beckwith","LA Dodgers",NA,NA,"1955-01-28"
4847,"Phil Clark","3B",NA,NA,"1968-05-06"
1725,"Tony Bernazard","Detroit",NA,NA,"1956-08-24"
4859,"Danilo Leon","RP",NA,NA,"1967-04-03"
1726,"Jim Bibby","Texas",NA,NA,"1944-10-29"
4863,"Buddy Groom","RP",NA,NA,"1965-07-10"
9725,"Tim Berry","RP",NA,NA,"1991-03-18"
3455,"Jeff Schaefer","Chi Cubs",NA,NA,"1960-05-31"
1727,"Doug Bird","Boston",NA,NA,"1950-03-05"
4867,"Dan Peltier","1B",NA,NA,"1968-06-30"
1728,"Vida Blue","San Francisco",NA,NA,"1949-07-28"
4871,"Steve Shifflett","RP",NA,NA,"1966-01-05"
4875,"Pedro Martinez","SP",NA,NA,"1971-10-25"
1729,"Bert Blyleven","SP",NA,NA,"1951-04-06"
1733,"Tony Brizzolara","Atlanta",NA,NA,"1957-01-14"
4891,"Shane Reynolds","RP",NA,NA,"1968-03-26"
1736,"John Candelaria","RP",NA,NA,"1953-11-06"
4903,"Al Martin","LF",NA,NA,"1967-11-24"
1738,"Bobby Castillo","LA Dodgers",NA,NA,"1955-04-18"
4911,"Sam Militello","SP",NA,NA,"1969-11-26"
4927,"Dan Wilson","C",NA,NA,"1969-03-25"
1742,"John Curtis","LA Angels",NA,NA,"1948-03-09"
1743,"John D'Acquisto","Oakland",NA,NA,"1951-12-24"
4931,"Melvin Nieves","RF",NA,NA,"1971-12-28"
27,"Tony Armas","LA Angels",NA,NA,"1953-07-02"
4899,"Paul Wagner","RP",NA,NA,"1967-11-14"
1735,"Warren Brusstar","Chi Cubs",NA,NA,"1952-02-02"
1746,"John Denny","Cincinnati",NA,NA,"1952-11-08"
4943,"Domingo Martinez","1B",NA,NA,"1965-08-04"
1748,"Ken Dixon","Baltimore",NA,NA,"1960-10-17"
4951,"Jeff Hartsock","RP",NA,NA,"1966-11-19"
9909,"Sean Gilmartin","RP",NA,NA,"1990-05-08"
3501,"Mark Grant","RP",NA,NA,"1963-10-24"
1750,"Rawly Eastwick","Chi Cubs",NA,NA,"1950-10-24"
4959,"Manny Alexander","2B",NA,NA,"1971-03-20"
1751,"Juan Eichelberger","Atlanta",NA,NA,"1953-10-21"
4963,"Gerald Williams","RF",NA,NA,"1966-08-10"
1752,"Nino Espinosa","Philadelphia",NA,NA,"1953-08-15"
4967,"Lee Tinsley","LF",NA,NA,"1969-03-04"
4971,"Pedro Borbon","RP",NA,NA,"1967-11-15"
1753,"Pete Falcone","Atlanta",NA,NA,"1953-10-01"
9941,"Matt Grace","RP",NA,NA,"1988-12-14"
3509,"Jerry Johnson","San Diego",NA,NA,"1943-12-03"
1754,"Rollie Fingers","Milwaukee",NA,NA,"1946-08-25"
4975,"Trevor Hoffman","RP",NA,NA,"1967-10-13"
1757,"Ken Forsch","LA Angels",NA,NA,"1946-09-08"
4987,"Matt Walbeck","C",NA,NA,"1969-10-02"
9981,"Mayckol Guaipe","RP",NA,NA,"1990-08-11"
3519,"Steve Lombardozzi","Houston",NA,NA,"1960-04-26"
1758,"Bob Forsch","Houston",NA,NA,"1950-01-13"
9989,"Júnior Guerra","RP",NA,NA,"1985-01-16"
3521,"Andre David","Minnesota",NA,NA,"1958-05-18"
1760,"George Frazier","Minnesota",NA,NA,"1954-10-13"
3525,"Jim Weaver","San Francisco",NA,NA,"1959-10-10"
5003,"Willie Canate","Cincinnati",NA,NA,"1971-12-11"
1761,"Woodie Fryman","Washington",NA,NA,"1940-04-12"
5015,"Matt Mieske","LF",NA,NA,"1968-02-13"
1764,"Dave Geisel","Seattle",NA,NA,"1955-01-18"
3533,"Jeff Bettendorf","Oakland",NA,NA,"1960-12-10"
5031,"Domingo Cedeno","SS",NA,NA,"1968-11-04"
1768,"Ross Grimsley","Baltimore",NA,NA,"1950-01-07"
5043,"Pedro Castellano","2B",NA,NA,"1970-03-11"
1771,"Preston Hanna","Atlanta",NA,NA,"1954-09-10"
5055,"Doug Saunders","2B",NA,NA,"1969-12-13"
1774,"Andy Hassler","St. Louis",NA,NA,"1951-10-18"
5059,"Scott Ruffcorn","RP",NA,NA,"1969-12-29"
1775,"Mickey Hatcher","LA Dodgers",NA,NA,"1955-03-15"
5063,"Andres Berumen","RP",NA,NA,"1971-04-05"
1776,"Tom Hausman","Atlanta",NA,NA,"1953-03-31"
5075,"Brad Holman","RP",NA,NA,"1968-02-09"
1779,"Tom Herr","San Francisco",NA,NA,"1956-04-04"
5079,"Kirk Rueter","SP",NA,NA,"1970-12-01"
1780,"Al Holland","NY Yankees",NA,NA,"1952-08-16"
5087,"Kevin Roberson","RF",NA,NA,"1968-01-29"
1782,"Burt Hooton","Texas",NA,NA,"1950-02-07"
5091,"Chris Gomez","SS",NA,NA,"1971-06-16"
1783,"Charlie Hough","SP",NA,NA,"1948-01-05"
5095,"Brad Ausmus","C",NA,NA,"1969-04-14"
1784,"Tom Hume","Cincinnati",NA,NA,"1953-03-29"
1785,"Grant Jackson","Kansas City",NA,NA,"1942-09-28"
5103,"Julian Tavarez","RP",NA,NA,"1973-05-22"
1786,"Roy Lee Jackson","Minnesota",NA,NA,"1954-05-01"
7132,"Chris Capuano","SP",NA,NA,"1978-08-19"
5107,"Bobby J. Jones","SP",NA,NA,"1970-02-10"
1787,"Bob James","Chi White Sox",NA,NA,"1958-08-18"
3579,"Fred McGriff","1B",NA,NA,"1963-10-31"
5111,"Mike Oquist","SP",NA,NA,"1968-05-30"
1788,"Randy Jones","NY Mets",NA,NA,"1950-01-12"
5115,"Mark Holzemer","RP",NA,NA,"1969-08-20"
1789,"Jim Kaat","St. Louis",NA,NA,"1938-11-07"
3583,"Jeff Kunkel","SS",NA,NA,"1962-03-25"
5119,"Rikkert Faneyte","CF",NA,NA,"1969-05-31"
1790,"Bob Kearney","Seattle",NA,NA,"1956-10-03"
3075,"Storm Davis","Detroit",NA,NA,"1961-12-26"
8205,"Alex Romero","LF",NA,NA,"1983-09-09"
5123,"Roger Smithberg","Oakland",NA,NA,"1966-03-21"
1791,"Dennis Kinney","Oakland",NA,NA,"1952-02-26"
3077,"Mark Eichhorn","RP",NA,NA,"1960-11-21"
8213,"Denard Span","CF",NA,NA,"1984-02-27"
5127,"Darren Oliver","RP",NA,NA,"1970-10-06"
1792,"Bruce Kison","Boston",NA,NA,"1950-02-18"
3589,"Calvin Schiraldi","Texas",NA,NA,"1962-06-16"
3081,"Jim Gott","RP",NA,NA,"1959-08-03"
8229,"Eider Torres","SS",NA,NA,"1983-01-16"
5135,"Eric Helfand","C",NA,NA,"1969-03-25"
1794,"Alan Knicely","St. Louis",NA,NA,"1955-05-19"
3593,"Jeff Calhoun","Philadelphia",NA,NA,"1958-04-11"
1795,"Darold Knowles","St. Louis",NA,NA,"1941-12-09"
3595,"Zane Smith","SP",NA,NA,"1960-12-28"
3085,"Curt Kaufman","LA Angels",NA,NA,"1957-07-19"
8245,"Paul Janish","SS",NA,NA,"1982-10-12"
5143,"Dave Staton","LA Dodgers",NA,NA,"1968-04-12"
1796,"Kevin Kobel","NY Mets",NA,NA,"1953-10-02"
3597,"John Farrell","SP",NA,NA,"1962-08-04"
5151,"Jim Edmonds","CF",NA,NA,"1970-06-27"
1798,"Jack Kucek","Toronto",NA,NA,"1953-06-08"
3091,"Jim Siwy","Chi White Sox",NA,NA,"1958-09-20"
8269,"Ryan Tucker","RP",NA,NA,"1986-12-06"
5155,"Midre Cummings","LF",NA,NA,"1971-10-14"
1799,"Mike LaCoss","San Francisco",NA,NA,"1956-05-30"
3603,"Randy Gomez","San Francisco",NA,NA,"1957-02-04"
3093,"Rick Steirer","LA Angels",NA,NA,"1956-08-27"
8277,"Max Ramirez","C",NA,NA,"1984-10-11"
5159,"Ramon Caraballo","2B",NA,NA,"1969-05-23"
1800,"Pete Ladd","LA Dodgers",NA,NA,"1956-07-17"
3605,"Ed Amelung","LA Dodgers",NA,NA,"1959-04-13"
5163,"Rich Becker","RF",NA,NA,"1972-02-01"
1801,"Lerrin LaGrow","Philadelphia",NA,NA,"1948-07-08"
3607,"Nate Snell","Detroit",NA,NA,"1952-09-02"
